Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-01-01 00:00:00+07:00,3033.385986328125,3033.385986328125,3033.385986328125,3033.385986328125,0,0.0,0.0
2019-01-02 00:00:00+07:00,2991.9462890625,3016.8101086391966,2975.3704093447022,2991.9462890625,74945100,0.0,0.0
2019-01-03 00:00:00+07:00,2967.082372507338,3016.8100100353936,2967.082372507338,3000.234130859375,93458300,0.0,0.0
2019-01-04 00:00:00+07:00,3000.234226914703,3033.385986328125,2991.9462870613474,3033.385986328125,114459600,0.0,0.0
2019-01-07 00:00:00+07:00,3066.537745741547,3074.8256855949026,3033.385986328125,3033.385986328125,74641100,0.0,0.0
2019-01-08 00:00:00+07:00,3033.386034094769,3049.9619140625,3008.5222141431723,3049.9619140625,81361900,0.0,0.0
2019-01-09 00:00:00+07:00,3074.8255858062416,3099.6894045593917,3058.249706637475,3083.113525390625,119390300,0.0,0.0
2019-01-10 00:00:00+07:00,3099.68935546875,3107.977294921875,3074.8255371093746,3107.977294921875,141926800,0.0,0.0
2019-01-11 00:00:00+07:00,3116.265431258378,3124.553371235129,3066.537791397872,3091.401611328125,107861300,0.0,0.0
2019-01-14 00:00:00+07:00,3091.401512125866,3141.129150390625,3091.401512125866,3141.129150390625,115067500,0.0,0.0
2019-01-15 00:00:00+07:00,3124.553125129175,3141.129003777075,3099.689307157325,3132.841064453125,140860200,0.0,0.0
2019-01-16 00:00:00+07:00,3141.129003777075,3149.4169431010255,3116.265185805225,3132.841064453125,103772600,0.0,0.0
2019-01-17 00:00:00+07:00,3141.129198449803,3182.568897637795,3132.8412586122045,3157.705078125,119859400,0.0,0.0
2019-01-18 00:00:00+07:00,3190.856492606757,3190.856492606757,3141.128858955743,3165.99267578125,96096600,0.0,0.0
2019-01-21 00:00:00+07:00,3149.4169921875,3174.280810546875,3149.4169921875,3149.4169921875,80926000,0.0,0.0
2019-01-22 00:00:00+07:00,3124.553466796875,3141.1293472573357,3099.6896461061833,3124.553466796875,119687600,0.0,0.0
2019-01-23 00:00:00+07:00,3116.2655265666444,3157.705227717797,3091.401705875953,3124.553466796875,163458700,0.0,0.0
2019-01-24 00:00:00+07:00,3107.9773915474525,3157.7050298122117,3107.9773915474525,3141.129150390625,176166500,0.0,0.0
2019-01-25 00:00:00+07:00,3165.9928217489255,3165.9928217489255,3132.841064453125,3132.841064453125,127141300,0.0,0.0
2019-01-28 00:00:00+07:00,3107.977246481275,3141.129003777075,3107.977246481275,3132.841064453125,93581100,0.0,0.0
2019-01-29 00:00:00+07:00,3132.8412133193597,3165.992972190464,3025.0979969882706,3058.249755859375,187613500,0.0,0.0
2019-01-30 00:00:00+07:00,3066.53759765625,3116.2652343749996,3066.53759765625,3107.977294921875,144747500,0.0,0.0
2019-01-31 00:00:00+07:00,3149.4169921875,3207.4325683593747,3149.4169921875,3190.856689453125,252448500,0.0,0.0
2019-02-01 00:00:00+07:00,3215.720556142379,3257.1602540308118,3207.4326165646926,3248.872314453125,140105900,0.0,0.0
2019-02-04 00:00:00+07:00,3273.736083984375,3273.736083984375,3224.008447265625,3232.29638671875,75955600,0.0,0.0
2019-02-05 00:00:00+07:00,3232.29638671875,3232.29638671875,3232.29638671875,3232.29638671875,0,0.0,0.0
2019-02-06 00:00:00+07:00,3248.872314453125,3265.4481936084985,3240.5843748754387,3248.872314453125,78073900,0.0,0.0
2019-02-07 00:00:00+07:00,3257.160400390625,3257.160400390625,3224.0086405902116,3257.160400390625,82938300,0.0,0.0
2019-02-08 00:00:00+07:00,3199.144725809367,3240.584424330214,3190.856786105198,3224.008544921875,78473000,0.0,0.0
2019-02-11 00:00:00+07:00,3224.0084963460918,3248.872315083979,3199.144677608204,3207.4326171875,55587600,0.0,0.0
2019-02-12 00:00:00+07:00,3232.29638671875,3232.29638671875,3165.9928710937497,3190.856689453125,94961400,0.0,0.0
2019-02-13 00:00:00+07:00,3224.008547498557,3224.008547498557,3132.841210679832,3141.129150390625,108181100,0.0,0.0
2019-02-14 00:00:00+07:00,3165.9928710937497,3190.856689453125,3107.977294921875,3149.4169921875,119542400,0.0,0.0
2019-02-15 00:00:00+07:00,3182.569048408488,3182.569048408488,3107.977586336414,3124.553466796875,87738200,0.0,0.0
2019-02-18 00:00:00+07:00,3141.129149119059,3199.1447270711265,3141.129149119059,3182.56884765625,93662400,0.0,0.0
2019-02-19 00:00:00+07:00,3232.2965328284845,3315.175931106138,3215.720653172954,3240.58447265625,139946000,0.0,0.0
2019-02-20 00:00:00+07:00,3240.584424330214,3265.448243442722,3199.144725809367,3224.008544921875,124066500,0.0,0.0
2019-02-21 00:00:00+07:00,3174.2809540341273,3265.448292139546,3174.2809540341273,3240.58447265625,114540900,0.0,0.0
2019-02-22 00:00:00+07:00,3199.1446289062496,3240.5843261718746,3199.1446289062496,3232.29638671875,81700600,0.0,0.0
2019-02-25 00:00:00+07:00,3265.448290275805,3290.31210974491,3232.2965309836645,3282.024169921875,106730500,0.0,0.0
2019-02-26 00:00:00+07:00,3282.0241215894666,3290.3120612904504,3240.584423084549,3265.4482421875,61418800,0.0,0.0
2019-02-27 00:00:00+07:00,3240.5843755046835,3248.872315083979,3190.8567380289082,3207.4326171875,88062100,0.0,0.0
2019-02-28 00:00:00+07:00,3190.856689453125,3207.4325683593747,3182.56875,3190.856689453125,106492300,0.0,0.0
2019-03-01 00:00:00+07:00,3207.4326171875,3224.0084963460918,3199.144677608204,3207.4326171875,71431900,0.0,0.0
